unit,tra_meas,tra_cov,schedule-time,geo,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,DK,3933,5114,5451,6539,6546,6466,6483,5427,5542,5141,5302,6319,4811,3249,3004,3218,:,:,:,2421,2801,1974,3574,1667
FLIGHT,CAF_PAS,INTL_XEU,SCHED,DK,62354,61092,62705,60467,59403,57815,52792,50271,61375,55224,54351,53678,55800,53437,53466,52231,:,:,:,43791,41958,31604,33164,32955
FLIGHT,CAF_PAS,INTL_XEU,TOT,DK,66287,66206,68156,67006,65949,64281,59275,55698,66917,60365,59653,59997,60611,56686,56470,55449,:,:,:,46212,44759,33578,36738,34622
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,DK,4050,5149,5491,6565,6581,6508,6512,5487,5622,5246,5426,6443,4850,3265,3047,3244,:,:,:,2442,2801,1995,3589,1683
FLIGHT,CAF_PAS,INTL_XEU27,SCHED,DK,63735,62285,64088,61771,60553,58671,53516,50727,61683,55224,54351,53767,56099,53437,53466,52232,:,:,:,44457,42314,32002,33481,33066
FLIGHT,CAF_PAS,INTL_XEU27,TOT,DK,67785,67434,69579,68336,67134,65179,60028,56214,67305,60470,59777,60210,60949,56702,56513,55476,:,:,:,46899,45115,33997,37070,34749
FLIGHT,CAF_PAS,NAT,N_SCHED,DK,10004,9815,10667,11423,8928,9093,9158,10111,10547,11009,10569,10451,11211,9038,3764,1096,:,:,:,:,:,2377,:,:
FLIGHT,CAF_PAS,NAT,SCHED,DK,30361,30267,29874,27704,28187,40864,40354,35570,38230,36335,36683,36729,37379,28786,31581,32425,:,:,:,:,:,48685,:,:
FLIGHT,CAF_PAS,NAT,TOT,DK,40365,40082,40541,39127,37115,49957,49512,45681,48777,47344,47252,47180,48590,37824,35345,33521,:,:,:,:,:,51062,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,DK,28229,27963,29368,30841,28407,29117,28134,28013,30842,31406,30401,29558,28308,24046,18486,16685,:,:,:,15532,15471,13505,12807,10386
FLIGHT,CAF_PAS,TOTAL,SCHED,DK,280254,268231,262353,259881,257219,266858,257231,243399,273586,260794,260213,271843,277948,255106,259638,277024,:,:,:,203045,189410,198063,141056,140097
FLIGHT,CAF_PAS,TOTAL,TOT,DK,308483,296194,291721,290722,285626,295975,285365,271412,304428,292200,290614,301401,306256,279152,278124,293709,:,:,:,218577,204881,211568,153863,150483
FLIGHT,CAF_PAS,INTL,N_SCHED,EE,1373,1654,1570,1454,1231,1236,1485,1593,2184,1917,1436,1391,882,1315,1594,1469,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,EE,28921,28108,25434,25096,35330,26801,21267,20242,27297,24752,21050,20731,16873,13747,14043,14794,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,EE,30294,29762,27004,26550,36561,28037,22752,21835,29481,26669,22486,22122,17755,15062,15637,16263,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,N_SCHED,EE,907,749,719,699,585,553,536,645,1012,980,719,654,395,824,970,905,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,SCHED,EE,23960,22537,20389,19600,28217,23315,19037,18124,25098,22775,19258,19460,15821,12846,13139,13442,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,TOT,EE,24867,23286,21108,20299,28802,23868,19573,18769,26110,23755,19977,20114,16216,13670,14109,14347,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,N_SCHED,EE,894,729,715,697,585,553,534,644,1011,975,718,619,395,820,968,903,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,SCHED,EE,23811,22461,20325,19600,28217,23315,19037,18090,25038,22709,19163,19460,15821,12846,13139,13442,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,TOT,EE,24705,23190,21040,20297,28802,23868,19571,18734,26049,23684,19881,20079,16216,13666,14107,14345,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,EE,466,905,851,755,646,683,949,948,1172,937,717,737,487,491,624,564,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,SCHED,EE,4961,5571,5045,5496,7113,3486,2230,2118,2199,1977,1792,1271,1052,901,904,1352,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,TOT,EE,5427,6476,5896,6251,7759,4169,3179,3066,3371,2914,2509,2008,1539,1392,1528,1916,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,EE,479,925,855,757,646,683,951,949,1173,942,718,772,487,495,626,566,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,SCHED,EE,5110,5647,5109,5496,7113,3486,2230,2152,2259,2043,1887,1271,1052,901,904,1352,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,TOT,EE,5589,6572,5964,6253,7759,4169,3181,3101,3432,2985,2605,2043,1539,1396,1530,1918,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,N_SCHED,EE,5,1,0,0,2,5,2,0,0,7,2,3,3,314,160,193,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,SCHED,EE,1866,2267,1930,2034,2485,2455,1997,1992,2238,2295,2242,2219,2009,1934,1875,473,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,TOT,EE,1871,2268,1930,2034,2487,2460,1999,1992,2238,2302,2244,2222,2012,2248,2035,666,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,EE,1378,1655,1570,1454,1233,1241,1487,1593,2184,1924,1438,1394,885,1629,1754,1662,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,SCHED,EE,30787,30375,27364,27130,37815,29256,23264,22234,29535,27047,23292,22950,18882,15681,15918,15267,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,TOT,EE,32165,32030,28934,28584,39048,30497,24751,23827,31719,28971,24730,24344,19767,17310,17672,16929,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,N_SCHED,EL,139267,131394,132526,115343,101114,107331,97206,97017,107285,110775,109206,100049,99056,99388,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,EL,124224,115078,102094,87890,97678,106690,108189,114105,112353,115043,104116,98217,103872,89436,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,EL,263491,246472,234620,203233,198792,214021,205395,211122,219638,225818,213322,198266,202928,188824,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,N_SCHED,EL,117696,111529,106507,88983,80863,89057,82857,84404,93521,98918,97560,90340,90045,90891,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,SCHED,EL,86000,78989,70268,60078,69376,78341,80120,86874,85547,88857,81397,77892,83351,71155,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,TOT,EL,203696,190518,176775,149061,150239,167398,162977,171278,179068,187775,178957,168232,173396,162046,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,N_SCHED,EL,117622,111442,106433,88941,80811,88996,82734,84322,93437,98819,97412,90234,89991,90857,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,SCHED,EL,85112,78483,69904,59782,69102,78041,80012,86872,85547,88850,81393,77888,83349,71154,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,TOT,EL,202734,189925,176337,148723,149913,167037,162746,171194,178984,187669,178805,168122,173340,162011,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,EL,21571,19865,26019,26360,20251,18274,14349,12613,13764,11857,11646,9709,9011,8497,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,SCHED,EL,38224,36089,31826,27812,28302,28349,28069,27231,26806,26186,22719,20325,20521,18281,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,TOT,EL,59795,55954,57845,54172,48553,46623,42418,39844,40570,38043,34365,30034,29532,26778,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,EL,21645,19952,26093,26402,20303,18335,14472,12695,13848,11956,11794,9815,9065,8531,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,SCHED,EL,39112,36595,32190,28108,28576,28649,28177,27233,26806,26193,22723,20329,20523,18282,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,TOT,EL,60757,56547,58283,54510,48879,46984,42649,39928,40654,38149,34517,30144,29588,26813,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,N_SCHED,EL,8255,6722,6028,4364,2941,2795,3887,3794,4270,4830,4718,4192,3372,4255,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,SCHED,EL,92221,88798,81112,78043,85840,90635,99980,112162,98558,104691,98794,94529,96002,85543,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,TOT,EL,100476,95520,87140,82407,88781,93430,103867,115956,102828,109521,103512,98721,99374,89798,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,EL,147522,138116,138554,119707,104055,110126,101093,100811,111555,115605,113924,104241,102428,103643,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,SCHED,EL,216445,203876,183206,165933,183518,197325,208169,226267,210911,219734,202910,192746,199874,174979,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,TOT,EL,363967,341992,321760,285640,287573,307451,309262,327078,322466,335339,316834,296987,302302,278622,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,N_SCHED,ES,101683,100216,109147,115921,111821,114468,108091,111221,146281,154576,156443,157155,169991,180276,192377,199606,209792,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,ES,952642,859261,826156,782960,780507,808252,745766,722307,779540,768873,672982,645328,586732,514282,496642,472878,466701,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,ES,1054325,959477,935303,898881,892328,922720,853857,833528,925821,923449,829425,802483,756723,694558,689019,672484,676493,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,N_SCHED,ES,87093,86324,89527,95172,93478,96832,91483,94777,126968,133327,135021,137609,150944,163377,173098,178858,188080,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,SCHED,ES,797592,712500,681960,636935,642117,669368,621231,611135,660125,660358,579876,561880,512657,451155,417933,404920,385796,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,TOT,ES,884685,798824,771487,732107,735595,766200,712714,705912,787093,793685,714897,699489,663601,614532,591031,583778,573876,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,N_SCHED,ES,86781,85985,89196,94889,93225,96454,91113,94439,126529,132839,134672,137314,150745,163223,173016,178798,188054,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,SCHED,ES,796041,711086,680948,636018,641044,668361,620182,610582,659633,660221,579860,561879,512656,451145,417927,404914,385581,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,TOT,ES,882822,797071,770144,730907,734269,764815,711295,705021,786162,793060,714532,699193,663401,614368,590943,583712,573635,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,ES,14590,13892,19620,20749,18343,17636,16608,16444,19313,21249,21422,19546,19047,16899,19279,20748,21712,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,SCHED,ES,155050,146761,144196,146025,138390,138884,124535,111172,119415,108515,93106,83448,74075,63127,78709,67958,80905,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,TOT,ES,169640,160653,163816,166774,156733,156520,141143,127616,138728,129764,114528,102994,93122,80026,97988,88706,102617,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,ES,14902,14231,19951,21032,18596,18014,16978,16782,19752,21737,21771,19841,19246,17053,19361,20808,21738,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,SCHED,ES,156601,148175,145208,146942,139463,139891,125584,111725,119907,108652,93122,83449,74076,63137,78715,67964,81120,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,TOT,ES,171503,162406,165159,167974,158059,157905,142562,128507,139659,130389,114893,103290,93322,80190,98076,88772,102858,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,N_SCHED,ES,6265,6576,7978,8457,7549,8155,10380,9815,12553,16457,16094,17429,14638,9985,11364,11457,13602,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,SCHED,ES,307636,295794,287461,280518,338635,408634,418347,431245,482739,500334,473093,452378,408681,367258,352937,372572,405121,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,TOT,ES,313901,302370,295439,288975,346184,416789,428727,441060,495292,516791,489187,469807,423319,377243,364301,384029,418723,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,ES,107948,106792,117125,124378,119370,122623,118471,121036,158834,171033,172537,174584,184629,190261,203741,211063,223394,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,SCHED,ES,1260278,1155055,1113617,1063478,1119142,1216886,1164113,1153552,1262279,1269207,1146075,1097706,995413,881540,849579,845450,871822,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,TOT,ES,1368226,1261847,1230742,1187856,1238512,1339509,1282584,1274588,1421113,1440240,1318612,1272290,1180042,1071801,1053320,1056513,1095216,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,N_SCHED,EU27,519970,533462,569109,562354,575055,608363,612531,639535,747552,805812,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,EU27,5423833,5137217,5122591,5042322,5051312,5107231,4866920,4829762,5206106,5126363,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,EU27,5943967,5670679,5691700,5604676,5626373,5715594,5479451,5469297,5953658,5932175,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,UNK,EU27,164,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,N_SCHED,EU27,332058,308878,317062,308524,308361,330779,310641,323798,403722,443377,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,SCHED,EU27,3330827,3081636,3102331,3072890,3124314,3197028,3076605,3109929,3397506,3413989,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,TOT,EU27,3662983,3390514,3419393,3381414,3432675,3527807,3387246,3433727,3801228,3857366,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,UNK,EU27,98,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,EU27,187912,224584,252047,253830,266694,277584,301890,315737,343830,362435,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,SCHED,EU27,2093006,2055581,2020260,1969432,1926998,1910203,1790315,1719833,1808600,1712374,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,TOT,EU27,2280984,2280165,2272307,2223262,2193698,2187787,2092205,2035570,2152430,2074809,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,UNK,EU27,66,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,N_SCHED,EU27,127301,148348,162879,227306,221195,227558,153684,190917,204498,203374,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,SCHED,EU27,1774613,1737732,1710236,1749954,1899662,2055435,2076206,2151343,2302524,2365218,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,TOT,EU27,1905114,1886080,1873115,1977260,2120857,2282993,2229890,2342260,2507022,2568592,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,UNK,EU27,3200,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,EU27,647271,681810,731988,789660,796250,835921,766215,830452,952050,1009186,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,SCHED,EU27,7198446,6874949,6832827,6792276,6950974,7162666,6943126,6981105,7508630,7491581,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,TOT,EU27,7849081,7556759,7564815,7581936,7747230,7998587,7709341,7811557,8460680,8500767,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,UNK,EU27,3364,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,N_SCHED,EU28,522077,535483,571665,565263,577962,611720,617623,645210,753645,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,EU28,5438368,5150227,5136857,5054575,5063451,5118337,4877916,4840548,5216621,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,EU28,5960609,5685710,5708522,5619838,5641419,5730057,5495539,5485758,5970266,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,UNK,EU28,164,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,N_SCHED,EU28,337438,313712,322502,314323,313888,337027,317386,332088,413035,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,SCHED,EU28,3380962,3126110,3148015,3114891,3163379,3235489,3115006,3146337,3434637,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,TOT,EU28,3718498,3439822,3470517,3429214,3477267,3572516,3432392,3478425,3847672,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,UNK,EU28,98,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,EU28,184639,221771,249163,250940,264074,274693,300237,313122,340610,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,SCHED,EU28,2057406,2024117,1988842,1939684,1900072,1882848,1762910,1694211,1781984,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,TOT,EU28,2242111,2245888,2238005,2190624,2164152,2157541,2063147,2007333,2122594,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,UNK,EU28,66,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,N_SCHED,EU28,127450,148527,163011,227448,221343,227895,154219,191874,205557,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,SCHED,EU28,1783201,1745654,1718251,1756884,1906889,2062945,2083105,2158877,2310305,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,TOT,EU28,1913851,1894181,1881262,1984332,2128232,2290840,2237324,2350751,2515862,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,UNK,EU28,3200,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,EU28,649527,684010,734676,792711,799305,839615,771842,837084,959202,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,SCHED,EU28,7221569,6895881,6855108,6811459,6970340,7181282,6961021,6999425,7526926,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,TOT,EU28,7874460,7579891,7589784,7604170,7769651,8020897,7732863,7836509,8486128,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,UNK,EU28,3364,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,N_SCHED,FI,8115,9108,12007,12398,12015,13504,11626,10260,12686,11557,11403,11473,10315,8839,8047,7050,6837,7354,7510,1373,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,FI,124286,124759,122738,122061,125847,134202,118201,113683,122347,115695,107982,104421,107054,98239,89663,94515,89154,83484,80900,794,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,FI,132401,133867,134745,134459,137862,147706,129827,123943,135033,127252,119385,115894,117369,107078,97710,101565,95991,90838,88410,2167,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,N_SCHED,FI,6271,6133,8273,8530,8213,9335,7587,7031,9082,8486,8738,8595,7963,6741,5804,5074,5211,5867,6025,1018,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,SCHED,FI,97498,97600,97326,99115,103503,109889,97529,93432,101177,97862,93092,91928,93479,86150,79029,83697,78674,73799,71121,649,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,TOT,FI,103769,103733,105599,107645,111716,119224,105116,100463,110259,106348,101830,100523,101442,92891,84833,88771,83885,79666,77146,1667,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,N_SCHED,FI,6150,6070,8182,8474,8149,9201,7538,6964,8993,8416,8660,8490,7896,6704,5791,5071,5209,5866,5993,1016,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,SCHED,FI,96632,96859,96735,98400,103000,109599,97311,93295,101177,97862,93092,91928,93473,86150,79029,83697,78674,73799,71119,649,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,TOT,FI,102782,102929,104917,106874,111149,118800,104849,100259,110170,106278,101752,100418,101369,92854,84820,88768,83883,79665,77112,1665,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,FI,1844,2975,3734,3868,3802,4169,4039,3229,3604,3071,2665,2878,2352,2098,2243,1976,1626,1487,1485,355,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,SCHED,FI,26788,27159,25412,22946,22344,24313,20672,20251,21170,17833,14890,12493,13575,12089,10634,10818,10480,9685,9779,145,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,TOT,FI,28632,30134,29146,26814,26146,28482,24711,23480,24774,20904,17555,15371,15927,14187,12877,12794,12106,11172,11264,500,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,FI,1965,3038,3825,3924,3866,4303,4088,3296,3693,3141,2743,2983,2419,2135,2256,1979,1628,1488,1517,357,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,SCHED,FI,27654,27900,26003,23661,22847,24603,20890,20388,21170,17833,14890,12493,13581,12089,10634,10818,10480,9685,9781,145,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,TOT,FI,29619,30938,29828,27585,26713,28906,24978,23684,24863,20974,17633,15476,16000,14224,12890,12797,12108,11173,11298,502,:,:,:,:
FLIGHT,CAF_PAS,NAT,N_SCHED,FI,272,324,271,451,895,1863,1751,1510,2294,2417,1829,832,973,1002,887,547,304,299,830,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,SCHED,FI,39252,40440,41861,43689,48477,58242,53808,56399,56677,57132,63116,62445,62545,61503,60904,65452,67420,66842,73751,:,:,:,:,:
FLIGHT,CAF_PAS,NAT,TOT,FI,39524,40764,42132,44140,49372,60105,55559,57909,58971,59549,64945,63277,63518,62505,61791,65999,67724,67141,74581,:,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,N_SCHED,FI,8387,9432,12278,12849,12910,15367,13377,11770,14980,13974,13232,12305,11288,9841,8934,7597,7141,7653,8340,1373,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,SCHED,FI,163538,165199,164599,165750,174324,192444,172009,170082,179024,172827,171098,166866,169599,159742,150567,159967,156574,150326,154651,794,:,:,:,:
FLIGHT,CAF_PAS,TOTAL,TOT,FI,171925,174631,176877,178599,187234,207811,185386,181852,194004,186801,184330,179171,180887,169583,159501,167564,163715,157979,162991,2167,:,:,:,:
FLIGHT,CAF_PAS,INTL,N_SCHED,FR,73808,53891,61119,56571,58505,72889,74794,113913,120543,129859,116467,208993,202241,99095,98896,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,SCHED,FR,841525,831935,809728,805090,825180,829468,788772,835179,919737,903612,869690,733043,731888,815794,815187,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL,TOT,FR,915333,885826,870847,861661,883685,902357,863566,949092,1040280,1033471,986157,942036,934129,914889,914083,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,N_SCHED,FR,41305,36141,39193,35362,34561,39652,36477,48912,63851,58323,59087,143627,109216,53787,51612,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,SCHED,FR,534157,513621,496457,499032,526194,528009,496357,546712,595086,597144,569927,452804,491639,538967,537053,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU,TOT,FR,575462,549762,535650,534394,560755,567661,532834,595624,658937,655467,629014,596431,600855,592754,588665,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,N_SCHED,FR,40184,35116,38039,34300,33267,38256,35092,46999,61677,56324,57069,141728,108158,53496,51479,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,SCHED,FR,530480,510564,493589,496026,523059,524932,493731,544233,592489,594515,567566,451104,490609,537983,536152,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_IEU27,TOT,FR,570664,545680,531628,530326,556326,563188,528823,591232,654166,650839,624635,592832,598767,591479,587631,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,N_SCHED,FR,32503,17750,21926,21209,23944,33237,38317,65001,56692,71536,57380,65366,93025,45308,47284,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,SCHED,FR,307368,318314,313271,306058,298986,301459,292415,288467,324651,306468,299763,280239,240249,276827,278134,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU,TOT,FR,339871,336064,335197,327267,322930,334696,330732,353468,381343,378004,357143,345605,333274,322135,325418,:,:,:,:,:,:,:,:,:
FLIGHT,CAF_PAS,INTL_XEU27,N_SCHED,FR,33624,18775,23080,22271,25238,34633,39702,66914,58866,73535,59398,67265,94083,45599,47417,:,:,:,:,:,:,:,:,:
